,User,Data Created,Number of Likes,Source of Tweet,Tweet
1942,ChappySinclair2,2023-01-13 20:19:39+00:00,1,Twitter for iPad,"@RoyLMattox So it’s a new bull market with 5% rates for the entire year, QT, depressed earnings, and slower growth!  I am sorry, but I just don’t see it regardless of some ridiculous breadth thrust measure. I will maintain my long term holdings but would never put new money to work here."
1943,ericvellend,2023-01-13 20:19:13+00:00,6,Twitter Web App,"I am one of these sun-deprived ""depressed vampires"". https://t.co/ufApQOPUaL"
1944,HOBYSZN,2023-01-13 20:17:03+00:00,1,Twitter for iPhone,@Feinsand I am happy
1945,Iamdepr47974144,2023-01-13 20:13:59+00:00,0,"Cheap Bots, Done Quick!",I  have no reason to live. so I'll just end it . #anxiety @Imheret45140132
1946,mdyusuf10000,2023-01-13 20:10:13+00:00,1,Twitter for iPhone,@Jomilojju @ngProCharity #iAskJJ no feed back from you yet sir please I am depressed right now and I feel like giving up sir. May Almighty God give a you the power to assist me God bless u more sir🙏 https://t.co/VBWubxcCSI
1947,LSingh2015,2023-01-13 20:07:04+00:00,0,Twitter Web App,@Matt_Law_DT Whatever yes. Right now I am depressed. If we don't win on Sunday am taking a break.
1948,Fibbix_,2023-01-13 20:03:08+00:00,7,Twitter Web App,I am depressed already 1-0 down
1949,MemesJets,2023-01-13 19:50:56+00:00,0,Twitter for iPhone,"@elonmusk I don't know what your algos are doing but they flagged me as a spammer and I am not a spammer, just a depressed Jets fan, thanks very much."
1950,hotmesscassie,2023-01-13 19:48:11+00:00,1,Twitter for iPhone,Maybe I am depressed
1951,CassidyO__,2023-01-13 19:47:17+00:00,0,Twitter for iPhone,I am so tired of driving behind dumb idiots. What is Joe Biden’s plan to get dumb idiots off the road?
1952,nagireogiri,2023-01-13 19:38:09+00:00,0,Twitter for iPhone,i am truly a depressed enfp 😭
1953,fraudroon,2023-01-13 19:35:23+00:00,2,Twitter for iPhone,me included but like…dealing with depressed people is so ?!!/!2$/$:$: nigga i am givin you a clear and easy solution TAKE IT!!!!!
1954,ryuseigreenbot,2023-01-13 19:34:46+00:00,0,twittbot.net,"I may be saying how depressed I am and all, but I just have a habit of saying that, so don’t worry…"
1955,Ammoyuxin,2023-01-13 19:31:45+00:00,0,Twitter for Android,"18. I miss you when I am depressed, just as I miss the sunlight in winter.
#ApoNattawinxDiorTaipei
#Nnattawin
@Nnattawin1"
1956,thvminee,2023-01-13 19:30:56+00:00,0,Twitter Web App,@taeterawr it would be great we will have same interest and they will understand me but ik my weakness and how irresponsible sometimes i am and maybe we will just get depressed together so (but i am not that bad of a person and my personality changes with whom i am with so will give a try)
1957,PeakyBlinderBTC,2023-01-13 19:26:02+00:00,0,Twitter Web App,"@CryptoShlug But I am not angry, I am depressed."
1958,ChameleonGirl18,2023-01-13 19:25:25+00:00,0,Twitter for iPhone,"I’m not sure these pills are working. 
I still feel all the things. 
I have said many times now I am sure I’m not depressed I just have no place. And you can’t treat that with pills."
1959,manojya49630543,2023-01-13 19:21:49+00:00,0,Twitter for Android,@mieknathshinde sir please help me I am depressed and OCD patient    in front of my house some one harassing me  and i not going on job becase everyone telling me pscho man please help me manoj I'm and not going on job
1960,_BMashilo,2023-01-13 19:20:42+00:00,2,Twitter for iPhone,I hate age based expectations that the society have because is another reason why we have a depressed generation….Ay keep your age based expectations to yourself if I am not married at 30 or don’t have a car at 30 it’s none of your business!
1961,nannytwingle,2023-01-13 19:16:25+00:00,1,Twitter Web App,"@bullshitjobs The job centres are full of depressed African bleach sprayers and G4S even though there's few people there.
Modern slavery, paid for by the tax payer adding 0 value to anything."
1962,ZestyJalapeno3,2023-01-13 19:14:06+00:00,1,Twitter Web App,"@GoldenAxeDoom I've never gotten stoned, but I didn't mind tedious stuff back then because I wasn't massively depressed like I am now lol https://t.co/L5aGUohDlM"
1963,mattsemotional,2023-01-13 19:14:02+00:00,0,"Cheap Bots, Done Quick!",I am Depressed tweet
1964,winfordwnt,2023-01-13 19:13:45+00:00,1,Twitter for Android,"@Iwillleavenow Whenever I watch a movie under the genre slow burn dark comedy, I know I'll be depressed after watching it...."
1965,lspgy_,2023-01-13 19:11:42+00:00,0,Twitter for Android,"18. I miss you when I am depressed, just as I miss the sunlight in winter.
#ApoNattawinxDiorTaipei
#Nnattawin
@Nnattawin1"
1966,I_am_Lazzo,2023-01-13 19:10:25+00:00,1,Twitter for iPhone,"@sammy_side @Vee_Philemon @Teecymartins @LamikaJoel @sibugx That girl is depressed 😂
 Depression wan kill am"
1967,keefsimp,2023-01-13 19:10:13+00:00,1,Twitter for iPhone,"@_zzs_top Omg I am in the same boat, I have like 60 lingering in there from several months of being too depressed to reply 🙃

Loved Hiro’s response though"
1968,I_am_Lazzo,2023-01-13 19:09:08+00:00,6,Twitter for iPhone,@Vee_Philemon @Teecymartins @LamikaJoel @sibugx Lol… You’re just depressed. There’s absolutely no need for all these rubbish you’re displaying here. Did you even read what he said? He said he likes what she looks like before. That’s a personal opinion. How did he deserve your harshness? You need a therapy
1969,honeytrapxx,2023-01-13 19:05:10+00:00,1,Twitter for iPhone,If I’m ever rewatching this show just know I am SEVERELY depressed. I can’t wait to see Victoria Pedretti on the screen more🥰🥺
1970,BerryWritesCopy,2023-01-13 18:59:59+00:00,0,Twitter for Android,"""I am depressed""
""I am bored""
""I am stressed""
""I am frustrated"" 

Hey you!
Shut the fuck up and meditate to bring calmness to your mind"
1971,MendozaC60,2023-01-13 18:59:52+00:00,0,Twitter for iPhone,@KingsCharts I am depressed bro. Feeling so pain
1972,Matt_Christie15,2023-01-13 18:59:07+00:00,8,Twitter for iPhone,I am once again depressed I didn’t get to see Mac Miller live before he passed away
1973,ifeelanant,2023-01-13 18:58:18+00:00,1,Twitter for Android,I am the happiest depressed person you'll ever meet
1974,Westsidedonniep,2023-01-13 18:55:53+00:00,0,Twitter for iPhone,I am depressed bad. I still accomplish things daily I’m trying
1975,LisaSidner,2023-01-13 18:55:18+00:00,2,Twitter for Android,"@kathygriffin As a Mom, deep down I am sad that this child/man is so confused, unhappy, struggling, depressed, unloved, pathological...but I'm an adult and he needs to get the f*'# out of government and get some help."
1976,hell0t1ttie,2023-01-13 18:54:11+00:00,1,Twitter for iPhone,@devilsbabymama like i am depressed rn
1977,Made_in_africa_,2023-01-13 18:54:04+00:00,0,Twitter for iPhone,"@rudende I waited all week for it 😭😭😭

I am so depressed!"
1978,lukkase_,2023-01-13 18:52:37+00:00,0,Twitter for Android,@zzliaa_ I am.... A depressed one? I MEAN YEA
1979,acearohanda,2023-01-13 18:51:27+00:00,60,Twitter for Android,@norarahimian @PrintInkling knowing this is exactly why i am so fucking depressed/broken like to the point i should probably be on disability except even if i got approved I wouldn't be able to exist on disability i cant even exist on my current income.
1980,tina60527116,2023-01-13 18:48:52+00:00,0,Twitter Web App,"18. I miss you when I am depressed, just as I miss the sunlight in winter.
#ApoNattawinxDiorTaipei
#Nnattawin
@Nnattawin1"
1981,Jofuzz,2023-01-13 18:46:15+00:00,2,Twitter for iPhone,"Me: I'm feeling depressed

Pagliacci: ...Ok? See a therapist or somethin

Me: but Pagliacci, I AM a therapist :(

Pagliacci: *takes drag of cig* look pal, I don't know what the fuck I'm supposed ta do about it. Pictures are $20 dollas, autographs anudda five. What's it gonna be?"
1982,Ovirtuous_,2023-01-13 18:46:14+00:00,4,Twitter for iPhone,"@Benimated i am actually depressed from this news

like i actually feel like my whole world is collapsing just hearing about it"
1983,KritikaSingh_15,2023-01-13 18:43:24+00:00,0,Twitter for Android,"@DarshanRavalDZ Darsh aab nhi ho paa raha h mujhse aur yaar tang aa gai hu,apni iss Teenage life,loosing my bestest friend,career tension,school pressure in sab cheejon se depressed hu yaar,i am not feeling good at all yaar😭i think that i can't do anything🫠"
1984,mmeganchristina,2023-01-13 18:32:40+00:00,2,Twitter for iPhone,I am significantly less funny when I’m not depressed. Sorry.
1985,peakyblinder780,2023-01-13 18:31:45+00:00,0,Twitter for Android,"Today is the last day of attending lectures in nurture batch . From 27th jan I will be promoted to enthuse . Between 15jan - 26 jan , I am having 3 major tests of whole class 11th syllabus divided in three parts . Don't know whether to feel depressed or be serious ."
1986,aliciarightonQ,2023-01-13 18:28:30+00:00,0,Twitter for iPhone,"I will stand against the twisting, pulling gales of this storm. I will stand for you. Yes, I am weary, beat, depressed and confused in this battle where anyone could be foe or friend, black hat or white hat. But the only way through it is to keep going through it. [Continued]"
1987,IAmSophiaNelson,2023-01-13 18:26:30+00:00,4,Twitter for iPhone,Fully agree. Because as our parents age they change. And they don't like being trapped in a sick body. And they get angry and depressed. So you are dealing with all of it!
1988,AnushkaPujare,2023-01-13 18:24:30+00:00,0,Twitter for Android,@AmaalMallik @Nilofershaheen1 @Fahima_Limbada_ @Musiictown 🥺 @AmaalMallik  I am too much depressed 😭
1989,BArtanddesigns,2023-01-13 18:23:40+00:00,8,Twitter for iPhone,"Every time I try to be calm, positive and relaxed, I am reminded that I have this scary deadline and just like that Im depressed again https://t.co/idFypxuYvY"
1990,ElizabethhQuinn,2023-01-13 18:20:44+00:00,3,Twitter for iPhone,i’m so happy. no matter how down i get sometimes i prayed to live the life i do now. this time last year i was broke and so depressed. theres isn’t any words to describe how grateful i am for everything🤍
1991,mullersos,2023-01-13 18:18:22+00:00,1,Twitter for iPhone,@maemuller_ I AM WORKING HARDER ON THIS THAN ON MY A LEVELS WHAT IS HAPPENING
1992,AnushkaPujare,2023-01-13 18:18:12+00:00,1,Twitter for Android,@MelophileAbhi22 I am listening to this song only but missing someone very badly whom I lost forever 😭💔
1993,danirat,2023-01-13 18:15:15+00:00,1,Twitter Web App,@PopCultureVoid Thank you. I needed. I am so depressed rn
1994,Iamdepr47974144,2023-01-13 18:13:55+00:00,0,"Cheap Bots, Done Quick!",I  can't see any reason to keep going on. I'll kill myself . #anxiety @Imheret45140132
1995,Hazel_Fey,2023-01-13 18:11:31+00:00,1,Twitter Web App,"@FinalAntiFaXIV horrifically depressed as per usual, but i am playing runescape to stave it off somewhat"
1996,corpseviI,2023-01-13 18:10:02+00:00,0,"Cheap Bots, Done Quick!","I may be saying how depressed I am and all, but I just have a habit of saying that, so don’t worry..."
1997,burnoutcig,2023-01-13 18:09:36+00:00,0,Twitter for iPhone,me??? in a depressive episode??? hahahahahahhaahhaah whaaatttttfttt pfffffff neverrrr ahahah please i am so tired but my brain wont shut up about how i was so productive literally yesterday why did i wake up depressed i hate my brain
1998,Ahmad_Pak_,2023-01-13 18:09:34+00:00,0,Twitter Web App,"@BlueChipLFC Avi, you don't need to make us feel more depressed. But i do get your point and i am really anxious about state of our club right now"
1999,ninjaburneracct,2023-01-13 18:07:07+00:00,0,Twitter Web App,"@chesscomsupport 

Experiencing a lot of crashing mid game. Has happened 3 times in the last 2 days. Very frustrating especially when I am dominating my opponent. https://t.co/66EoLP4yPh"
2000,Lackadoodle,2023-01-13 18:06:23+00:00,13,Twitter for iPhone,Bloody ripper! I am very depressed.
2001,axelsylvian,2023-01-13 18:03:54+00:00,45,Twitter Web App,"i'm tired, i'm hurt &amp; been depressed, but i am fine

you will be fine to

i made a video to watch if you feel like giving up

bookmark it &amp; watch when you stop believing in yourself

https://t.co/zbJKzdCf5W"
2002,shehr___,2023-01-13 18:02:03+00:00,0,Twitter for iPhone,"@itspavarotti 😂😂😂😂😂 i am what i listen to, ✨depressed✨"
2003,elizabeth_gvf,2023-01-13 18:00:33+00:00,1,Twitter for iPhone,i am honestly depressed that i’m missing the rescheduled DIG shows
2004,randomstilo,2023-01-13 18:00:00+00:00,0,Twitter for Android,"You said you love me. But you'd go on days, weeks or a month not talking to me and you'd be okay. On the other hand, here I am so devastated a day not talking to you. A week? I'm depressed. A month? I'm broken beyond words."
2005,amykls7,2023-01-13 17:54:53+00:00,1,Twitter for Android,"Whadidup bitches and gentlemen, I am very fucking depressed and not okay to have learned that pworddestroyer69 killed himself. He was truly one of a kind, and I wish I had known that mf in real life.
Rest easy, king. https://t.co/fk5b5CMzol"
2006,DepressedRocket,2023-01-13 17:49:37+00:00,1,Twitter Web App,@joemagliochetti @fumingbruv you literally arent lmao i am excited for the harry potter game. im confused by your broken english lmao
2007,Swooplind,2023-01-13 17:48:46+00:00,1,Twitter for iPhone,"@13justalurker @ValidLs Bruh if this is the kind of content you want to get wrapped up in at 14, then I am sorry you are so depressed."
2008,CaraLeighPhD,2023-01-13 17:44:10+00:00,17,Twitter Web App,"I am pretty open about the fact that I am trans on this account, but I don't talk specifically about it very often here

I recently has some very bad news about a gender affirming procedure I was going to have very soon, and it has been making be really depressed. 2/4"
